InstanceType,AcceleratorName,AcceleratorCount,vCPUs,MemoryGiB,GpuInfo,Price,SpotPrice,Region,AvailabilityZone,Arch,LocalDiskType,NVMeSupported,LocalDiskSize,LocalDiskCount
m6gd.xlarge,,,4.0,16.0,,0.2016,0.125700,eu-west-1,euw1-az1,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.2016,0.133400,eu-west-1,euw1-az2,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.2016,0.135200,eu-west-1,euw1-az3,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.2096,0.063600,eu-west-2,euw2-az1,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.2096,0.072200,eu-west-2,euw2-az2,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.2096,0.088200,eu-west-2,euw2-az3,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.2112,0.068100,eu-west-3,euw3-az1,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.2112,0.078200,eu-west-3,euw3-az2,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.2112,0.065900,eu-west-3,euw3-az3,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.2216,0.067200,me-central-1,mec1-az1,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.2216,0.066100,me-central-1,mec1-az2,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.2216,0.054800,me-central-1,mec1-az3,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.2218,0.060100,me-south-1,mes1-az1,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.2218,0.078200,me-south-1,mes1-az2,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.2218,0.066100,me-south-1,mes1-az3,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.1808,0.112300,us-east-1,use1-az1,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.1808,0.108400,us-east-1,use1-az2,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.1808,0.100400,us-east-1,use1-az4,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.1808,0.088200,us-east-1,use1-az5,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.1808,0.118500,us-east-1,use1-az6,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.1808,0.062000,us-east-2,use2-az1,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.1808,0.082200,us-east-2,use2-az2,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.1808,0.056300,us-east-2,use2-az3,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.212,0.058700,us-west-1,usw1-az1,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.212,0.064600,us-west-1,usw1-az3,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.1808,0.107700,us-west-2,usw2-az1,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.1808,0.104500,us-west-2,usw2-az2,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.1808,0.103900,us-west-2,usw2-az3,arm64,ssd,True,237.0,1.0
m6gd.xlarge,,,4.0,16.0,,0.1808,0.092600,us-west-2,usw2-az4,arm64,ssd,True,237.0,1.0
m6i.12xlarge,,,48.0,192.0,,3.048,0.304800,af-south-1,afs1-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,3.048,0.877700,af-south-1,afs1-az2,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,3.048,0.304800,af-south-1,afs1-az3,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,3.168,0.592800,ap-east-1,ape1-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,3.168,0.735400,ap-east-1,ape1-az2,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,3.168,0.735900,ap-east-1,ape1-az3,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.976,0.897400,ap-northeast-1,apne1-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.976,0.769700,ap-northeast-1,apne1-az2,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.976,0.586800,ap-northeast-1,apne1-az4,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.832,0.834100,ap-northeast-2,apne2-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.832,0.946700,ap-northeast-2,apne2-az2,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.832,0.612300,ap-northeast-2,apne2-az3,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.832,0.556800,ap-northeast-2,apne2-az4,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.976,0.762800,ap-northeast-3,apne3-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.976,0.813800,ap-northeast-3,apne3-az2,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.976,0.987900,ap-northeast-3,apne3-az3,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.424,0.499100,ap-south-1,aps1-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.424,0.949900,ap-south-1,aps1-az2,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.424,0.795600,ap-south-1,aps1-az3,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.88,1.052000,ap-southeast-1,apse1-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.88,0.936000,ap-southeast-1,apse1-az2,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.88,1.024800,ap-southeast-1,apse1-az3,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.88,1.257500,ap-southeast-2,apse2-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.88,1.333400,ap-southeast-2,apse2-az2,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.88,1.241300,ap-southeast-2,apse2-az3,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.88,0.449900,ap-southeast-3,apse3-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.88,0.505300,ap-southeast-3,apse3-az2,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.88,0.776200,ap-southeast-3,apse3-az3,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.568,0.700000,ca-central-1,cac1-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.568,0.781400,ca-central-1,cac1-az2,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.568,0.996300,ca-central-1,cac1-az4,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.76,1.069400,eu-central-1,euc1-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.76,1.144000,eu-central-1,euc1-az2,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.76,1.056500,eu-central-1,euc1-az3,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.448,1.164000,eu-north-1,eun1-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.448,0.868200,eu-north-1,eun1-az2,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.448,0.723900,eu-north-1,eun1-az3,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.688,0.544500,eu-south-1,eus1-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.688,0.360700,eu-south-1,eus1-az2,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.688,0.448000,eu-south-1,eus1-az3,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.568,1.148700,eu-west-1,euw1-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.568,1.020300,eu-west-1,euw1-az2,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.568,1.142900,eu-west-1,euw1-az3,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.664,0.803100,eu-west-2,euw2-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.664,0.725000,eu-west-2,euw2-az2,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.664,0.831400,eu-west-2,euw2-az3,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.688,1.003200,eu-west-3,euw3-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.688,1.134400,eu-west-3,euw3-az2,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.688,1.082000,eu-west-3,euw3-az3,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.8248,0.865100,me-central-1,mec1-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.8248,0.836300,me-central-1,mec1-az2,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.8248,0.902200,me-central-1,mec1-az3,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,3.168,0.828700,me-south-1,mes1-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,3.168,0.705900,me-south-1,mes1-az2,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,3.168,0.630400,me-south-1,mes1-az3,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.304,0.573700,us-east-1,use1-atl2-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.304,0.997300,us-east-1,use1-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.304,0.808300,us-east-1,use1-az2,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.304,0.642500,us-east-1,use1-az4,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.304,0.760000,us-east-1,use1-az5,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.304,0.625500,us-east-1,use1-az6,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.304,0.623100,us-east-2,use2-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.304,0.687400,us-east-2,use2-az2,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.304,0.896500,us-east-2,use2-az3,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.688,1.023600,us-west-1,usw1-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.688,0.957500,us-west-1,usw1-az3,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.304,0.840600,us-west-2,usw2-az1,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.304,0.924700,us-west-2,usw2-az2,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.304,0.950900,us-west-2,usw2-az3,x86_64,,False,,
m6i.12xlarge,,,48.0,192.0,,2.304,0.901200,us-west-2,usw2-az4,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,4.064,0.406400,af-south-1,afs1-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,4.064,2.109200,af-south-1,afs1-az2,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,4.064,0.406400,af-south-1,afs1-az3,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,4.224,0.632900,ap-east-1,ape1-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,4.224,0.875100,ap-east-1,ape1-az2,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,4.224,0.852500,ap-east-1,ape1-az3,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.968,0.884300,ap-northeast-1,apne1-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.968,1.072600,ap-northeast-1,apne1-az2,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.968,1.076800,ap-northeast-1,apne1-az4,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.776,1.068400,ap-northeast-2,apne2-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.776,1.147200,ap-northeast-2,apne2-az2,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.776,1.051200,ap-northeast-2,apne2-az3,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.776,0.783300,ap-northeast-2,apne2-az4,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.968,0.980900,ap-northeast-3,apne3-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.968,1.009100,ap-northeast-3,apne3-az2,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.968,1.224900,ap-northeast-3,apne3-az3,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.232,0.691000,ap-south-1,aps1-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.232,1.365400,ap-south-1,aps1-az2,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.232,1.437500,ap-south-1,aps1-az3,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.84,1.380400,ap-southeast-1,apse1-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.84,1.237200,ap-southeast-1,apse1-az2,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.84,1.206600,ap-southeast-1,apse1-az3,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.84,1.460900,ap-southeast-2,apse2-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.84,1.660000,ap-southeast-2,apse2-az2,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.84,1.628100,ap-southeast-2,apse2-az3,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.84,0.545700,ap-southeast-3,apse3-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.84,0.596700,ap-southeast-3,apse3-az2,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.84,0.546400,ap-southeast-3,apse3-az3,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.424,1.108000,ca-central-1,cac1-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.424,1.338200,ca-central-1,cac1-az2,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.424,1.297000,ca-central-1,cac1-az4,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.68,1.948300,eu-central-1,euc1-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.68,2.196400,eu-central-1,euc1-az2,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.68,2.143400,eu-central-1,euc1-az3,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.264,1.179100,eu-north-1,eun1-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.264,0.932600,eu-north-1,eun1-az2,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.264,0.948300,eu-north-1,eun1-az3,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.584,0.994000,eu-south-1,eus1-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.584,0.358400,eu-south-1,eus1-az2,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.584,0.358400,eu-south-1,eus1-az3,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.424,1.440300,eu-west-1,euw1-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.424,1.403400,eu-west-1,euw1-az2,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.424,1.385200,eu-west-1,euw1-az3,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.552,1.105600,eu-west-2,euw2-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.552,0.932700,eu-west-2,euw2-az2,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.552,0.864000,eu-west-2,euw2-az3,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.584,1.193700,eu-west-3,euw3-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.584,1.398400,eu-west-3,euw3-az2,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.584,1.306600,eu-west-3,euw3-az3,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.7664,1.108200,me-central-1,mec1-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.7664,0.746900,me-central-1,mec1-az2,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.7664,1.169100,me-central-1,mec1-az3,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,4.224,0.874800,me-south-1,mes1-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,4.224,1.490400,me-south-1,mes1-az2,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,4.224,0.806600,me-south-1,mes1-az3,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.072,0.737200,us-east-1,use1-atl2-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.072,1.556400,us-east-1,use1-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.072,1.409400,us-east-1,use1-az2,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.072,1.266900,us-east-1,use1-az4,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.072,1.130800,us-east-1,use1-az5,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.072,1.448400,us-east-1,use1-az6,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.072,0.769500,us-east-2,use2-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.072,0.810400,us-east-2,use2-az2,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.072,1.133700,us-east-2,use2-az3,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.584,1.563900,us-west-1,usw1-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.584,1.360900,us-west-1,usw1-az3,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.072,1.054600,us-west-2,usw2-az1,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.072,1.013100,us-west-2,usw2-az2,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.072,1.155000,us-west-2,usw2-az3,x86_64,,False,,
m6i.16xlarge,,,64.0,256.0,,3.072,1.107800,us-west-2,usw2-az4,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,6.096,0.609600,af-south-1,afs1-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,6.096,1.978600,af-south-1,afs1-az2,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,6.096,0.609600,af-south-1,afs1-az3,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,6.336,0.803300,ap-east-1,ape1-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,6.336,0.685000,ap-east-1,ape1-az2,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,6.336,0.835400,ap-east-1,ape1-az3,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.952,1.763700,ap-northeast-1,apne1-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.952,1.450600,ap-northeast-1,apne1-az2,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.952,2.036400,ap-northeast-1,apne1-az4,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.664,1.509300,ap-northeast-2,apne2-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.664,2.116200,ap-northeast-2,apne2-az2,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.664,0.743400,ap-northeast-2,apne2-az3,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.664,1.674700,ap-northeast-2,apne2-az4,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.952,1.478900,ap-northeast-3,apne3-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.952,1.475600,ap-northeast-3,apne3-az2,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.952,1.627500,ap-northeast-3,apne3-az3,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,4.848,1.320500,ap-south-1,aps1-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,4.848,1.534100,ap-south-1,aps1-az2,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,4.848,1.518500,ap-south-1,aps1-az3,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.76,2.021700,ap-southeast-1,apse1-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.76,2.091300,ap-southeast-1,apse1-az2,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.76,2.050000,ap-southeast-1,apse1-az3,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.76,2.172600,ap-southeast-2,apse2-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.76,2.097100,ap-southeast-2,apse2-az2,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.76,2.063900,ap-southeast-2,apse2-az3,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.76,0.828800,ap-southeast-3,apse3-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.76,0.883700,ap-southeast-3,apse3-az2,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.76,0.951900,ap-southeast-3,apse3-az3,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.136,1.526600,ca-central-1,cac1-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.136,1.011900,ca-central-1,cac1-az2,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.136,2.277000,ca-central-1,cac1-az4,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.52,1.921800,eu-central-1,euc1-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.52,1.863200,eu-central-1,euc1-az2,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.52,1.681200,eu-central-1,euc1-az3,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,4.896,1.719900,eu-north-1,eun1-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,4.896,1.061500,eu-north-1,eun1-az2,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,4.896,1.088800,eu-north-1,eun1-az3,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.376,0.856300,eu-south-1,eus1-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.376,0.709100,eu-south-1,eus1-az2,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.376,0.706900,eu-south-1,eus1-az3,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.136,2.177000,eu-west-1,euw1-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.136,2.046800,eu-west-1,euw1-az2,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.136,2.066700,eu-west-1,euw1-az3,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.328,1.541000,eu-west-2,euw2-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.328,1.582400,eu-west-2,euw2-az2,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.328,1.117300,eu-west-2,euw2-az3,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.376,1.791600,eu-west-3,euw3-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.376,1.961800,eu-west-3,euw3-az2,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.376,1.949100,eu-west-3,euw3-az3,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.6496,1.631700,me-central-1,mec1-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.6496,1.477400,me-central-1,mec1-az2,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.6496,1.596500,me-central-1,mec1-az3,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,6.336,1.030500,me-south-1,mes1-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,6.336,1.056700,me-south-1,mes1-az2,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,6.336,1.064000,me-south-1,mes1-az3,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,4.608,1.246400,us-east-1,use1-atl2-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,4.608,1.653300,us-east-1,use1-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,4.608,1.354400,us-east-1,use1-az2,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,4.608,1.329600,us-east-1,use1-az4,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,4.608,1.416600,us-east-1,use1-az5,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,4.608,1.239800,us-east-1,use1-az6,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,4.608,1.674000,us-east-2,use2-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,4.608,1.432200,us-east-2,use2-az2,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,4.608,1.894800,us-east-2,use2-az3,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.376,1.625300,us-west-1,usw1-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,5.376,1.647700,us-west-1,usw1-az3,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,4.608,1.954300,us-west-2,usw2-az1,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,4.608,1.593100,us-west-2,usw2-az2,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,4.608,2.241300,us-west-2,usw2-az3,x86_64,,False,,
m6i.24xlarge,,,96.0,384.0,,4.608,2.083600,us-west-2,usw2-az4,x86_64,,False,,
m6i.2xlarge,,,8.0,32.0,,0.508,0.322800,af-south-1,afs1-az1,x86_64,,False,,
m6i.2xlarge,,,8.0,32.0,,0.508,0.269100,af-south-1,afs1-az2,x86_64,,False,,
m6i.2xlarge,,,8.0,32.0,,0.508,0.354400,af-south-1,afs1-az3,x86_64,,False,,
m6i.2xlarge,,,8.0,32.0,,0.528,0.409100,ap-east-1,ape1-az1,x86_64,,False,,
m6i.2xlarge,,,8.0,32.0,,0.528,0.248600,ap-east-1,ape1-az2,x86_64,,False,,
m6i.2xlarge,,,8.0,32.0,,0.528,0.232800,ap-east-1,ape1-az3,x86_64,,False,,
m6i.2xlarge,,,8.0,32.0,,0.496,0.176200,ap-northeast-1,apne1-az1,x86_64,,False,,
m6i.2xlarge,,,8.0,32.0,,0.496,0.201200,ap-northeast-1,apne1-az2,x86_64,,False,,
m6i.2xlarge,,,8.0,32.0,,0.496,0.200700,ap-northeast-1,apne1-az4,x86_64,,False,,
m6i.2xlarge,,,8.0,32.0,,0.472,0.185700,ap-northeast-2,apne2-az1,x86_64,,False,,
m6i.2xlarge,,,8.0,32.0,,0.472,0.209300,ap-northeast-2,apne2-az2,x86_64,,False,,
m6i.2xlarge,,,8.0,32.0,,0.472,0.213400,ap-northeast-2,apne2-az3,x86_64,,False,,
m6i.2xlarge,,,8.0,32.0,,0.472,0.244900,ap-northeast-2,apne2-az4,x86_64,,False,,
