InstanceType,AcceleratorName,AcceleratorCount,vCPUs,MemoryGiB,GpuInfo,Price,SpotPrice,Region,AvailabilityZone,Arch,LocalDiskType,NVMeSupported,LocalDiskSize,LocalDiskCount
c6in.12xlarge,,,48.0,96.0,,3.0744,0.684100,ap-northeast-2,apne2-az2,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.0744,1.250900,ap-northeast-2,apne2-az3,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.0744,0.514100,ap-northeast-2,apne2-az4,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.4248,0.839800,ap-northeast-3,apne3-az1,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.4248,0.828700,ap-northeast-3,apne3-az2,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.4248,0.838400,ap-northeast-3,apne3-az3,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,2.7216,1.198500,ap-south-1,aps1-az1,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,2.7216,0.892600,ap-south-1,aps1-az2,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,2.7216,0.867300,ap-south-1,aps1-az3,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.1248,1.107700,ap-southeast-1,apse1-az1,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.1248,1.185500,ap-southeast-1,apse1-az2,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.1248,1.118900,ap-southeast-1,apse1-az3,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.5532,0.903200,ap-southeast-2,apse2-az1,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.5532,0.971600,ap-southeast-2,apse2-az2,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.5532,1.165300,ap-southeast-2,apse2-az3,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.1248,0.429400,ap-southeast-3,apse3-az1,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.1248,0.600100,ap-southeast-3,apse3-az2,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.1248,0.710900,ap-southeast-3,apse3-az3,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.552,0.710100,ap-southeast-4,apse4-az1,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.552,1.018300,ap-southeast-4,apse4-az2,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.552,0.687800,ap-southeast-4,apse4-az3,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,2.9736,0.483700,ca-central-1,cac1-az1,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,2.9736,0.445400,ca-central-1,cac1-az2,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,2.9736,0.519300,ca-central-1,cac1-az4,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.0996,1.000100,eu-central-1,euc1-az1,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.0996,1.065100,eu-central-1,euc1-az2,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.0996,0.958900,eu-central-1,euc1-az3,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,2.9232,0.757700,eu-north-1,eun1-az1,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,2.9232,0.772600,eu-north-1,eun1-az2,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,2.9232,0.789400,eu-north-1,eun1-az3,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.2508,0.325100,eu-south-1,eus1-az1,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.2508,0.325100,eu-south-1,eus1-az2,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.2508,0.325100,eu-south-1,eus1-az3,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.072,0.906700,eu-south-2,eus2-az1,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.072,0.365800,eu-south-2,eus2-az2,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.072,0.673800,eu-south-2,eus2-az3,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.0744,1.940400,eu-west-1,euw1-az1,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.0744,1.918100,eu-west-1,euw1-az2,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.0744,1.936100,eu-west-1,euw1-az3,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.2256,0.480700,eu-west-2,euw2-az1,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.2256,3.225600,eu-west-2,euw2-az2,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.2256,0.743400,eu-west-2,euw2-az3,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.2256,0.886400,eu-west-3,euw3-az1,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.2256,0.920300,eu-west-3,euw3-az2,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.2256,0.736000,eu-west-3,euw3-az3,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.3792,0.703600,me-central-1,mec1-az1,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.3792,1.077100,me-central-1,mec1-az2,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.3792,0.964400,me-central-1,mec1-az3,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.3768,0.575100,me-south-1,mes1-az1,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.3768,0.574900,me-south-1,mes1-az2,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.3768,0.561800,me-south-1,mes1-az3,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,2.7216,1.496400,us-east-1,use1-az1,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,2.7216,1.231300,us-east-1,use1-az2,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,2.7216,1.064200,us-east-1,use1-az4,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,2.7216,1.499500,us-east-1,use1-az5,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,2.7216,1.322400,us-east-1,use1-az6,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,2.7216,0.764200,us-east-2,use2-az1,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,2.7216,0.592300,us-east-2,use2-az2,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,2.7216,1.423600,us-east-2,use2-az3,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.402,1.643500,us-west-1,usw1-az1,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,3.402,1.622400,us-west-1,usw1-az3,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,2.7216,1.434000,us-west-2,usw2-az1,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,2.7216,1.416200,us-west-2,usw2-az2,x86_64,,False,,
c6in.12xlarge,,,48.0,96.0,,2.7216,1.474100,us-west-2,usw2-az3,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.87872,0.487900,af-south-1,afs1-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.87872,0.487900,af-south-1,afs1-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.87872,0.487900,af-south-1,afs1-az3,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.8048,0.480500,ap-east-1,ape1-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.8048,0.480500,ap-east-1,ape1-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.8048,0.695000,ap-east-1,ape1-az3,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.5696,1.496100,ap-northeast-1,apne1-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.5696,1.376500,ap-northeast-1,apne1-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.5696,1.609100,ap-northeast-1,apne1-az4,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.0992,0.907100,ap-northeast-2,apne2-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.0992,1.220300,ap-northeast-2,apne2-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.0992,1.637600,ap-northeast-2,apne2-az3,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.0992,0.713100,ap-northeast-2,apne2-az4,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.5664,1.120200,ap-northeast-3,apne3-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.5664,1.118000,ap-northeast-3,apne3-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.5664,1.124700,ap-northeast-3,apne3-az3,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,3.6288,1.504000,ap-south-1,aps1-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,3.6288,1.388400,ap-south-1,aps1-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,3.6288,1.493000,ap-south-1,aps1-az3,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.1664,1.502800,ap-southeast-1,apse1-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.1664,1.060200,ap-southeast-1,apse1-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.1664,1.324800,ap-southeast-1,apse1-az3,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.7376,1.088100,ap-southeast-2,apse2-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.7376,1.039100,ap-southeast-2,apse2-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.7376,0.967200,ap-southeast-2,apse2-az3,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.1664,0.594300,ap-southeast-3,apse3-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.1664,0.588900,ap-southeast-3,apse3-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.1664,1.187600,ap-southeast-3,apse3-az3,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.736,0.473600,ap-southeast-4,apse4-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.736,0.969300,ap-southeast-4,apse4-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.736,0.473600,ap-southeast-4,apse4-az3,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,3.9648,0.698900,ca-central-1,cac1-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,3.9648,0.581600,ca-central-1,cac1-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,3.9648,0.584200,ca-central-1,cac1-az4,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.1328,1.460900,eu-central-1,euc1-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.1328,1.339400,eu-central-1,euc1-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.1328,1.294000,eu-central-1,euc1-az3,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,3.8976,1.048400,eu-north-1,eun1-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,3.8976,0.986600,eu-north-1,eun1-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,3.8976,1.048000,eu-north-1,eun1-az3,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.3344,0.433400,eu-south-1,eus1-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.3344,0.433400,eu-south-1,eus1-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.3344,0.433400,eu-south-1,eus1-az3,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.096,0.409600,eu-south-2,eus2-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.096,0.494800,eu-south-2,eus2-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.096,1.506600,eu-south-2,eus2-az3,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.0992,2.483100,eu-west-1,euw1-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.0992,2.469700,eu-west-1,euw1-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.0992,2.447200,eu-west-1,euw1-az3,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.3008,0.880000,eu-west-2,euw2-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.3008,4.300800,eu-west-2,euw2-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.3008,0.729100,eu-west-2,euw2-az3,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.3008,1.139300,eu-west-3,euw3-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.3008,0.645900,eu-west-3,euw3-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.3008,0.721400,eu-west-3,euw3-az3,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.5056,1.230500,me-central-1,mec1-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.5056,0.909600,me-central-1,mec1-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.5056,0.860100,me-central-1,mec1-az3,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.5024,0.754200,me-south-1,mes1-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.5024,0.761700,me-south-1,mes1-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.5024,0.749500,me-south-1,mes1-az3,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,3.6288,1.665100,us-east-1,use1-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,3.6288,1.504900,us-east-1,use1-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,3.6288,1.516000,us-east-1,use1-az4,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,3.6288,1.598800,us-east-1,use1-az5,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,3.6288,1.704100,us-east-1,use1-az6,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,3.6288,1.218900,us-east-2,use2-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,3.6288,1.027400,us-east-2,use2-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,3.6288,0.964600,us-east-2,use2-az3,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.536,1.758200,us-west-1,usw1-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,4.536,1.834600,us-west-1,usw1-az3,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,3.6288,1.634600,us-west-2,usw2-az1,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,3.6288,1.676900,us-west-2,usw2-az2,x86_64,,False,,
c6in.16xlarge,,,64.0,128.0,,3.6288,1.794700,us-west-2,usw2-az3,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,7.31808,0.731800,af-south-1,afs1-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,7.31808,1.436400,af-south-1,afs1-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,7.31808,0.731800,af-south-1,afs1-az3,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,7.2072,0.903100,ap-east-1,ape1-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,7.2072,0.720700,ap-east-1,ape1-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,7.2072,1.666400,ap-east-1,ape1-az3,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.8544,1.214000,ap-northeast-1,apne1-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.8544,1.178000,ap-northeast-1,apne1-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.8544,1.346500,ap-northeast-1,apne1-az4,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.1488,0.746800,ap-northeast-2,apne2-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.1488,1.311800,ap-northeast-2,apne2-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.1488,1.958400,ap-northeast-2,apne2-az3,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.1488,0.964700,ap-northeast-2,apne2-az4,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.8496,1.674700,ap-northeast-3,apne3-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.8496,2.389300,ap-northeast-3,apne3-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.8496,1.669800,ap-northeast-3,apne3-az3,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,5.4432,1.955800,ap-south-1,aps1-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,5.4432,1.883600,ap-south-1,aps1-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,5.4432,1.913300,ap-south-1,aps1-az3,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.2496,2.087200,ap-southeast-1,apse1-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.2496,1.262900,ap-southeast-1,apse1-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.2496,2.188700,ap-southeast-1,apse1-az3,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,7.1064,1.255800,ap-southeast-2,apse2-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,7.1064,2.451800,ap-southeast-2,apse2-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,7.1064,1.538300,ap-southeast-2,apse2-az3,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.2496,0.858800,ap-southeast-3,apse3-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.2496,0.855100,ap-southeast-3,apse3-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.2496,0.866800,ap-southeast-3,apse3-az3,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,7.104,1.601100,ap-southeast-4,apse4-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,7.104,1.413300,ap-southeast-4,apse4-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,7.104,0.710400,ap-southeast-4,apse4-az3,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,5.9472,0.892700,ca-central-1,cac1-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,5.9472,1.328500,ca-central-1,cac1-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,5.9472,0.934500,ca-central-1,cac1-az4,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.1992,2.099200,eu-central-1,euc1-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.1992,1.936400,eu-central-1,euc1-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.1992,1.957700,eu-central-1,euc1-az3,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,5.8464,1.112300,eu-north-1,eun1-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,5.8464,1.018100,eu-north-1,eun1-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,5.8464,1.017900,eu-north-1,eun1-az3,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.5016,1.493700,eu-south-1,eus1-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.5016,0.650200,eu-south-1,eus1-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.5016,0.650200,eu-south-1,eus1-az3,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.144,0.982600,eu-south-2,eus2-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.144,0.764800,eu-south-2,eus2-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.144,2.412000,eu-south-2,eus2-az3,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.1488,2.944300,eu-west-1,euw1-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.1488,2.894100,eu-west-1,euw1-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.1488,2.896100,eu-west-1,euw1-az3,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.4512,1.701900,eu-west-2,euw2-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.4512,6.451200,eu-west-2,euw2-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.4512,1.484600,eu-west-2,euw2-az3,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.4512,1.799500,eu-west-3,euw3-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.4512,1.114200,eu-west-3,euw3-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.4512,1.539100,eu-west-3,euw3-az3,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.7584,0.933700,me-central-1,mec1-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.7584,1.300000,me-central-1,mec1-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.7584,1.928600,me-central-1,mec1-az3,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.7536,1.127600,me-south-1,mes1-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.7536,1.116300,me-south-1,mes1-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.7536,1.168200,me-south-1,mes1-az3,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,5.4432,2.945700,us-east-1,use1-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,5.4432,1.703500,us-east-1,use1-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,5.4432,2.025900,us-east-1,use1-az4,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,5.4432,2.624600,us-east-1,use1-az5,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,5.4432,1.888900,us-east-1,use1-az6,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,5.4432,1.458900,us-east-2,use2-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,5.4432,1.482000,us-east-2,use2-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,5.4432,0.958700,us-east-2,use2-az3,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.804,2.453800,us-west-1,usw1-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,6.804,1.664200,us-west-1,usw1-az3,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,5.4432,2.335400,us-west-2,usw2-az1,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,5.4432,2.083100,us-west-2,usw2-az2,x86_64,,False,,
c6in.24xlarge,,,96.0,192.0,,5.4432,2.143300,us-west-2,usw2-az3,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.60984,0.101900,af-south-1,afs1-az1,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.60984,0.132300,af-south-1,afs1-az2,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.60984,0.077400,af-south-1,afs1-az3,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.6006,0.103000,ap-east-1,ape1-az1,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.6006,0.097100,ap-east-1,ape1-az2,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.6006,0.141600,ap-east-1,ape1-az3,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5712,0.250400,ap-northeast-1,apne1-az1,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5712,0.219500,ap-northeast-1,apne1-az2,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5712,0.261400,ap-northeast-1,apne1-az4,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5124,0.211600,ap-northeast-2,apne2-az1,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5124,0.167300,ap-northeast-2,apne2-az2,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5124,0.208100,ap-northeast-2,apne2-az3,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5124,0.165600,ap-northeast-2,apne2-az4,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5708,0.141700,ap-northeast-3,apne3-az1,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5708,0.141300,ap-northeast-3,apne3-az2,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5708,0.148800,ap-northeast-3,apne3-az3,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.4536,0.220600,ap-south-1,aps1-az1,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.4536,0.192200,ap-south-1,aps1-az2,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.4536,0.174100,ap-south-1,aps1-az3,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5208,0.297700,ap-southeast-1,apse1-az1,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5208,0.236600,ap-southeast-1,apse1-az2,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5208,0.223000,ap-southeast-1,apse1-az3,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5922,0.197300,ap-southeast-2,apse2-az1,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5922,0.184400,ap-southeast-2,apse2-az2,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5922,0.206600,ap-southeast-2,apse2-az3,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5208,0.134600,ap-southeast-3,apse3-az1,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5208,0.163400,ap-southeast-3,apse3-az2,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5208,0.111700,ap-southeast-3,apse3-az3,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.592,0.122400,ap-southeast-4,apse4-az1,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.592,0.129600,ap-southeast-4,apse4-az2,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.592,0.119200,ap-southeast-4,apse4-az3,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.4956,0.191200,ca-central-1,cac1-az1,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.4956,0.153300,ca-central-1,cac1-az2,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.4956,0.175900,ca-central-1,cac1-az4,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5166,0.225900,eu-central-1,euc1-az1,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5166,0.215100,eu-central-1,euc1-az2,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.5166,0.233100,eu-central-1,euc1-az3,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.4872,0.145100,eu-north-1,eun1-az1,x86_64,,False,,
c6in.2xlarge,,,8.0,16.0,,0.4872,0.143400,eu-north-1,eun1-az2,x86_64,,False,,
