InstanceType,AcceleratorName,AcceleratorCount,vCPUs,MemoryGiB,GpuInfo,Region,SpotPrice,Price,AvailabilityZone
8x_RTXA4500_SECURE,RTXA4500,8.0,96.0,160.0,RTXA4500,US,1.52,2.72,US-KS-2
8x_RTXA4500_SECURE,RTXA4500,8.0,96.0,160.0,RTXA4500,US,1.52,2.72,US-NC-1
8x_RTXA4500_SECURE,RTXA4500,8.0,96.0,160.0,RTXA4500,US,1.52,2.72,US-TX-1
8x_RTXA4500_SECURE,RTXA4500,8.0,96.0,160.0,RTXA4500,US,1.52,2.72,US-TX-2
8x_RTXA4500_SECURE,RTXA4500,8.0,96.0,160.0,RTXA4500,US,1.52,2.72,US-TX-3
8x_RTXA4500_SECURE,RTXA4500,8.0,96.0,160.0,RTXA4500,US,1.52,2.72,US-TX-4
8x_RTXA4500_SECURE,RTXA4500,8.0,96.0,160.0,RTXA4500,US,1.52,2.72,US-WA-1
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,CA,,0.29,CA-MTL-1
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,CA,,0.29,CA-MTL-2
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,CA,,0.29,CA-MTL-3
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,CZ,,0.29,EU-CZ-1
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,IS,,0.29,EUR-IS-1
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,IS,,0.29,EUR-IS-2
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,IS,,0.29,EUR-IS-3
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,NL,,0.29,EU-NL-1
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,NO,,0.29,EU-SE-1
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,RO,,0.29,EU-RO-1
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,SE,,0.29,EU-SE-1
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,US,,0.29,US-CA-1
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,US,,0.29,US-CA-2
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,US,,0.29,US-DE-1
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,US,,0.29,US-GA-1
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,US,,0.29,US-GA-2
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,US,,0.29,US-IL-1
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,US,,0.29,US-KS-1
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,US,,0.29,US-KS-2
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,US,,0.29,US-NC-1
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,US,,0.29,US-TX-1
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,US,,0.29,US-TX-2
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,US,,0.29,US-TX-3
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,US,,0.29,US-TX-4
1x_RTXA5000_SECURE,RTXA5000,1.0,6.0,24.0,RTXA5000,US,,0.29,US-WA-1
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,CA,,0.58,CA-MTL-1
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,CA,,0.58,CA-MTL-2
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,CA,,0.58,CA-MTL-3
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,CZ,,0.58,EU-CZ-1
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,IS,,0.58,EUR-IS-1
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,IS,,0.58,EUR-IS-2
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,IS,,0.58,EUR-IS-3
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,NL,,0.58,EU-NL-1
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,NO,,0.58,EU-SE-1
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,RO,,0.58,EU-RO-1
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,SE,,0.58,EU-SE-1
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,US,,0.58,US-CA-1
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,US,,0.58,US-CA-2
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,US,,0.58,US-DE-1
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,US,,0.58,US-GA-1
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,US,,0.58,US-GA-2
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,US,,0.58,US-IL-1
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,US,,0.58,US-KS-1
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,US,,0.58,US-KS-2
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,US,,0.58,US-NC-1
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,US,,0.58,US-TX-1
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,US,,0.58,US-TX-2
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,US,,0.58,US-TX-3
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,US,,0.58,US-TX-4
2x_RTXA5000_SECURE,RTXA5000,2.0,12.0,48.0,RTXA5000,US,,0.58,US-WA-1
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,CA,,1.16,CA-MTL-1
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,CA,,1.16,CA-MTL-2
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,CA,,1.16,CA-MTL-3
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,CZ,,1.16,EU-CZ-1
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,IS,,1.16,EUR-IS-1
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,IS,,1.16,EUR-IS-2
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,IS,,1.16,EUR-IS-3
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,NL,,1.16,EU-NL-1
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,NO,,1.16,EU-SE-1
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,RO,,1.16,EU-RO-1
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,SE,,1.16,EU-SE-1
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,US,,1.16,US-CA-1
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,US,,1.16,US-CA-2
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,US,,1.16,US-DE-1
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,US,,1.16,US-GA-1
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,US,,1.16,US-GA-2
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,US,,1.16,US-IL-1
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,US,,1.16,US-KS-1
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,US,,1.16,US-KS-2
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,US,,1.16,US-NC-1
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,US,,1.16,US-TX-1
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,US,,1.16,US-TX-2
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,US,,1.16,US-TX-3
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,US,,1.16,US-TX-4
4x_RTXA5000_SECURE,RTXA5000,4.0,24.0,96.0,RTXA5000,US,,1.16,US-WA-1
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,CA,,2.32,CA-MTL-1
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,CA,,2.32,CA-MTL-2
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,CA,,2.32,CA-MTL-3
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,CZ,,2.32,EU-CZ-1
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,IS,,2.32,EUR-IS-1
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,IS,,2.32,EUR-IS-2
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,IS,,2.32,EUR-IS-3
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,NL,,2.32,EU-NL-1
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,NO,,2.32,EU-SE-1
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,RO,,2.32,EU-RO-1
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,SE,,2.32,EU-SE-1
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,US,,2.32,US-CA-1
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,US,,2.32,US-CA-2
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,US,,2.32,US-DE-1
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,US,,2.32,US-GA-1
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,US,,2.32,US-GA-2
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,US,,2.32,US-IL-1
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,US,,2.32,US-KS-1
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,US,,2.32,US-KS-2
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,US,,2.32,US-NC-1
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,US,,2.32,US-TX-1
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,US,,2.32,US-TX-2
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,US,,2.32,US-TX-3
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,US,,2.32,US-TX-4
8x_RTXA5000_SECURE,RTXA5000,8.0,48.0,192.0,RTXA5000,US,,2.32,US-WA-1
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,CA,0.33,0.49,CA-MTL-1
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,CA,0.33,0.49,CA-MTL-2
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,CA,0.33,0.49,CA-MTL-3
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,CZ,0.33,0.49,EU-CZ-1
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,IS,0.33,0.49,EUR-IS-1
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,IS,0.33,0.49,EUR-IS-2
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,IS,0.33,0.49,EUR-IS-3
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,NL,0.33,0.49,EU-NL-1
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,NO,0.33,0.49,EU-SE-1
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,RO,0.33,0.49,EU-RO-1
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,SE,0.33,0.49,EU-SE-1
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,US,0.33,0.49,US-CA-1
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,US,0.33,0.49,US-CA-2
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,US,0.33,0.49,US-DE-1
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,US,0.33,0.49,US-GA-1
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,US,0.33,0.49,US-GA-2
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,US,0.33,0.49,US-IL-1
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,US,0.33,0.49,US-KS-1
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,US,0.33,0.49,US-KS-2
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,US,0.33,0.49,US-NC-1
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,US,0.33,0.49,US-TX-1
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,US,0.33,0.49,US-TX-2
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,US,0.33,0.49,US-TX-3
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,US,0.33,0.49,US-TX-4
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,US,0.33,0.49,US-WA-1
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,CA,0.66,0.98,CA-MTL-1
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,CA,0.66,0.98,CA-MTL-2
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,CA,0.66,0.98,CA-MTL-3
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,CZ,0.66,0.98,EU-CZ-1
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,IS,0.66,0.98,EUR-IS-1
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,IS,0.66,0.98,EUR-IS-2
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,IS,0.66,0.98,EUR-IS-3
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,NL,0.66,0.98,EU-NL-1
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,NO,0.66,0.98,EU-SE-1
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,RO,0.66,0.98,EU-RO-1
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,SE,0.66,0.98,EU-SE-1
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,US,0.66,0.98,US-CA-1
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,US,0.66,0.98,US-CA-2
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,US,0.66,0.98,US-DE-1
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,US,0.66,0.98,US-GA-1
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,US,0.66,0.98,US-GA-2
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,US,0.66,0.98,US-IL-1
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,US,0.66,0.98,US-KS-1
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,US,0.66,0.98,US-KS-2
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,US,0.66,0.98,US-NC-1
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,US,0.66,0.98,US-TX-1
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,US,0.66,0.98,US-TX-2
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,US,0.66,0.98,US-TX-3
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,US,0.66,0.98,US-TX-4
2x_RTXA6000_SECURE,RTXA6000,2.0,8.0,96.0,RTXA6000,US,0.66,0.98,US-WA-1
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,CA,1.32,1.96,CA-MTL-1
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,CA,1.32,1.96,CA-MTL-2
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,CA,1.32,1.96,CA-MTL-3
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,CZ,1.32,1.96,EU-CZ-1
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,IS,1.32,1.96,EUR-IS-1
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,IS,1.32,1.96,EUR-IS-2
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,IS,1.32,1.96,EUR-IS-3
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,NL,1.32,1.96,EU-NL-1
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,NO,1.32,1.96,EU-SE-1
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,RO,1.32,1.96,EU-RO-1
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,SE,1.32,1.96,EU-SE-1
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,US,1.32,1.96,US-CA-1
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,US,1.32,1.96,US-CA-2
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,US,1.32,1.96,US-DE-1
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,US,1.32,1.96,US-GA-1
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,US,1.32,1.96,US-GA-2
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,US,1.32,1.96,US-IL-1
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,US,1.32,1.96,US-KS-1
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,US,1.32,1.96,US-KS-2
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,US,1.32,1.96,US-NC-1
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,US,1.32,1.96,US-TX-1
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,US,1.32,1.96,US-TX-2
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,US,1.32,1.96,US-TX-3
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,US,1.32,1.96,US-TX-4
4x_RTXA6000_SECURE,RTXA6000,4.0,16.0,192.0,RTXA6000,US,1.32,1.96,US-WA-1
8x_RTXA6000_SECURE,RTXA6000,8.0,32.0,384.0,RTXA6000,CA,2.64,3.92,CA-MTL-1
8x_RTXA6000_SECURE,RTXA6000,8.0,32.0,384.0,RTXA6000,CA,2.64,3.92,CA-MTL-2
8x_RTXA6000_SECURE,RTXA6000,8.0,32.0,384.0,RTXA6000,CA,2.64,3.92,CA-MTL-3
8x_RTXA6000_SECURE,RTXA6000,8.0,32.0,384.0,RTXA6000,CZ,2.64,3.92,EU-CZ-1
8x_RTXA6000_SECURE,RTXA6000,8.0,32.0,384.0,RTXA6000,IS,2.64,3.92,EUR-IS-1
8x_RTXA6000_SECURE,RTXA6000,8.0,32.0,384.0,RTXA6000,IS,2.64,3.92,EUR-IS-2
8x_RTXA6000_SECURE,RTXA6000,8.0,32.0,384.0,RTXA6000,IS,2.64,3.92,EUR-IS-3
8x_RTXA6000_SECURE,RTXA6000,8.0,32.0,384.0,RTXA6000,NL,2.64,3.92,EU-NL-1
8x_RTXA6000_SECURE,RTXA6000,8.0,32.0,384.0,RTXA6000,NO,2.64,3.92,EU-SE-1
8x_RTXA6000_SECURE,RTXA6000,8.0,32.0,384.0,RTXA6000,RO,2.64,3.92,EU-RO-1
8x_RTXA6000_SECURE,RTXA6000,8.0,32.0,384.0,RTXA6000,SE,2.64,3.92,EU-SE-1
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,CA,0.33,0.79,CA-MTL-1
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,CA,0.33,0.79,CA-MTL-2
1x_RTXA6000_SECURE,RTXA6000,1.0,4.0,48.0,RTXA6000,CA,0.33,0.79,CA-MTL-3
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,CA,,2.79,CA-MTL-1
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,CA,,2.79,CA-MTL-2
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,CA,,2.79,CA-MTL-3
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,CZ,,2.79,EU-CZ-1
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,IS,,2.79,EUR-IS-1
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,IS,,2.79,EUR-IS-2
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,IS,,2.79,EUR-IS-3
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,NL,,2.79,EU-NL-1
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,NO,,2.79,EU-SE-1
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,RO,,2.79,EU-RO-1
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,SE,,2.79,EU-SE-1
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,US,,2.79,US-CA-1
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,US,,2.79,US-CA-2
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,US,,2.79,US-DE-1
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,US,,2.79,US-GA-1
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,US,,2.79,US-GA-2
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,US,,2.79,US-IL-1
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,US,,2.79,US-KS-1
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,US,,2.79,US-KS-2
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,US,,2.79,US-NC-1
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,US,,2.79,US-TX-1
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,US,,2.79,US-TX-2
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,US,,2.79,US-TX-3
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,US,,2.79,US-TX-4
1x_H100-NVL_SECURE,H100-NVL,1.0,16.0,94.0,H100-NVL,US,,2.79,US-WA-1
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,CA,,5.58,CA-MTL-1
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,CA,,5.58,CA-MTL-2
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,CA,,5.58,CA-MTL-3
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,CZ,,5.58,EU-CZ-1
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,IS,,5.58,EUR-IS-1
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,IS,,5.58,EUR-IS-2
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,IS,,5.58,EUR-IS-3
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,NL,,5.58,EU-NL-1
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,NO,,5.58,EU-SE-1
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,RO,,5.58,EU-RO-1
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,SE,,5.58,EU-SE-1
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,US,,5.58,US-CA-1
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,US,,5.58,US-CA-2
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,US,,5.58,US-DE-1
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,US,,5.58,US-GA-1
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,US,,5.58,US-GA-2
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,US,,5.58,US-IL-1
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,US,,5.58,US-KS-1
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,US,,5.58,US-KS-2
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,US,,5.58,US-NC-1
2x_H100-NVL_SECURE,H100-NVL,2.0,32.0,188.0,H100-NVL,US,,5.58,US-TX-1
