InstanceType,AcceleratorName,AcceleratorCount,vCPUs,MemoryGiB,GpuInfo,Price,SpotPrice,Region,AvailabilityZone,Arch,LocalDiskType,NVMeSupported,LocalDiskSize,LocalDiskCount,MaximumEfaInterfaces
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",5.65823,2.626900,ap-northeast-2,apne2-az4,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",5.52558,4.657800,ap-south-1,aps1-az1,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",5.52558,1.394300,ap-south-1,aps1-az3,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",5.98299,0.838200,ap-southeast-2,apse2-az1,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",5.98299,5.983000,ap-southeast-2,apse2-az2,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",5.98299,5.983000,ap-southeast-2,apse2-az3,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",5.10933,5.109300,ca-central-1,cac1-az1,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",5.10933,5.109300,ca-central-1,cac1-az2,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",5.10933,5.109300,ca-central-1,cac1-az4,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",5.75429,2.438200,eu-central-1,euc1-az1,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",5.75429,2.719500,eu-central-1,euc1-az2,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",5.75429,2.502200,eu-central-1,euc1-az3,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",4.88062,1.304700,eu-north-1,eun1-az1,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",4.88062,1.298700,eu-north-1,eun1-az2,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",4.8486,1.358100,eu-south-2,eus2-az1,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",4.8486,1.422000,eu-south-2,eus2-az2,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",4.8486,1.367200,eu-south-2,eus2-az3,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",5.8412,5.841200,eu-west-2,euw2-az1,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",5.8412,2.243600,eu-west-2,euw2-az2,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",5.8412,2.136800,eu-west-2,euw2-az3,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",5.8412,1.825000,eu-west-3,euw3-az2,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",5.8412,2.102100,eu-west-3,euw3-az3,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",5.65045,2.313200,me-central-1,mec1-az1,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",5.65045,,me-central-1,mec1-az2,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",4.6016,3.102200,us-east-1,use1-az1,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",4.6016,4.034300,us-east-1,use1-az2,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",4.6016,3.950600,us-east-1,use1-az4,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",4.6016,2.357700,us-east-1,use1-az5,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",4.6016,4.218100,us-east-1,use1-az6,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",4.6016,2.410900,us-east-2,use2-az1,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",4.6016,2.352100,us-east-2,use2-az2,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",4.6016,2.291100,us-east-2,use2-az3,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",4.6016,2.815600,us-west-2,usw2-az1,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",4.6016,2.888500,us-west-2,usw2-az2,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",4.6016,3.082300,us-west-2,usw2-az3,x86_64,ssd,True,940.0,4.0,1.0
g6.12xlarge,L4,4.0,48.0,192.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 4, 'LogicalGpuCount': 4, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 91552}",4.6016,2.261000,us-west-2,usw2-az4,x86_64,ssd,True,940.0,4.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",4.92637,2.265400,ap-northeast-1,apne1-az1,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",4.92637,2.311900,ap-northeast-1,apne1-az4,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",4.17678,1.899800,ap-northeast-2,apne2-az1,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",4.17678,1.880800,ap-northeast-2,apne2-az3,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",4.17678,1.889400,ap-northeast-2,apne2-az4,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",4.07886,1.176100,ap-south-1,aps1-az1,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",4.07886,1.128300,ap-south-1,aps1-az3,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",4.41652,1.834400,ap-southeast-2,apse2-az1,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",4.41652,1.254800,ap-southeast-2,apse2-az2,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",4.41652,2.036200,ap-southeast-2,apse2-az3,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",3.7716,1.587200,ca-central-1,cac1-az1,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",3.7716,1.857000,ca-central-1,cac1-az2,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",3.7716,2.495000,ca-central-1,cac1-az4,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",4.24769,1.529000,eu-central-1,euc1-az1,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",4.24769,1.484100,eu-central-1,euc1-az2,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",4.24769,1.474300,eu-central-1,euc1-az3,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",3.60277,0.757500,eu-north-1,eun1-az1,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",3.60277,0.889000,eu-north-1,eun1-az2,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",3.57913,0.965400,eu-south-2,eus2-az1,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",3.57913,0.972000,eu-south-2,eus2-az2,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",3.57913,0.983800,eu-south-2,eus2-az3,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",4.31184,1.395500,eu-west-2,euw2-az1,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",4.31184,1.353500,eu-west-2,euw2-az2,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['graphics', 'ml-ai'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",4.31184,1.352100,eu-west-2,euw2-az3,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",4.31184,1.318800,eu-west-3,euw3-az2,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",4.31184,1.367700,eu-west-3,euw3-az3,x86_64,ssd,True,940.0,2.0,1.0
g6.16xlarge,L4,1.0,64.0,256.0,"{'Gpus': [{'Name': 'L4', 'Manufacturer': 'NVIDIA', 'Count': 1, 'LogicalGpuCount': 1, 'GpuPartitionSize': 1.0, 'Workloads': ['ml-ai', 'graphics'], 'MemoryInfo': {'SizeInMiB': 22888}}], 'TotalGpuMemoryInMiB': 22888}",4.17104,1.707500,me-central-1,mec1-az1,x86_64,ssd,True,940.0,2.0,1.0
