InstanceType,AcceleratorName,AcceleratorCount,vCPUs,MemoryGiB,Price,Region,GpuInfo,SpotPrice
intel-broadwell-rtx-3080_4x1v2gb,RTX3080,1.0,2,4,0.082200,ca-montreal-1,"{'Gpus': [{'Name': 'RTX3080', 'Manufacturer': 'NVIDIA', 'Count': '1.0', 'MemoryInfo': {'SizeInMiB': 12288}}], 'TotalGpuMemoryInMiB': 12288}",
epyc-rome-rtx-a4000_4x1v2gb,RTXA4000,1.0,2,4,0.307800,no-luster-1,"{'Gpus': [{'Name': 'RTXA4000', 'Manufacturer': 'NVIDIA', 'Count': '1.0', 'MemoryInfo': {'SizeInMiB': 16384}}], 'TotalGpuMemoryInMiB': 16384}",
epyc-milan-rtx-a4000_4x1v2gb,RTXA4000,1.0,2,4,0.318400,se-smedjebacken-1,"{'Gpus': [{'Name': 'RTXA4000', 'Manufacturer': 'NVIDIA', 'Count': '1.0', 'MemoryInfo': {'SizeInMiB': 16384}}], 'TotalGpuMemoryInMiB': 16384}",
sky-lake-a4500_4x1v2gb,RTXA4500,1.0,2,4,0.477600,gb-london-1,"{'Gpus': [{'Name': 'RTXA4500', 'Manufacturer': 'NVIDIA', 'Count': '1.0', 'MemoryInfo': {'SizeInMiB': 20480}}], 'TotalGpuMemoryInMiB': 20480}",
epyc-milan-rtx-a5000_4x1v2gb,RTXA5000,1.0,2,4,0.568400,se-smedjebacken-1,"{'Gpus': [{'Name': 'RTXA5000', 'Manufacturer': 'NVIDIA', 'Count': '1.0', 'MemoryInfo': {'SizeInMiB': 24576}}], 'TotalGpuMemoryInMiB': 24576}",
epyc-rome-rtx-a6000_4x1v2gb,RTXA6000,1.0,2,4,0.797800,no-luster-1,"{'Gpus': [{'Name': 'RTXA6000', 'Manufacturer': 'NVIDIA', 'Count': '1.0', 'MemoryInfo': {'SizeInMiB': 49152}}], 'TotalGpuMemoryInMiB': 49152}",
ice-lake-a40_4x1v2gb,A40,1.0,2,4,0.808400,se-stockholm-1,"{'Gpus': [{'Name': 'A40', 'Manufacturer': 'NVIDIA', 'Count': '1.0', 'MemoryInfo': {'SizeInMiB': 49152}}], 'TotalGpuMemoryInMiB': 49152}",
intel-broadwell-v100_4x1v2gb,V100,1.0,2,4,1.008400,us-santaclara-1,"{'Gpus': [{'Name': 'V100', 'Manufacturer': 'NVIDIA', 'Count': '1.0', 'MemoryInfo': {'SizeInMiB': 16384}}], 'TotalGpuMemoryInMiB': 16384}",
intel-broadwell-v100_4x1v2gb,V100,1.0,2,4,1.010000,us-newyork-1,"{'Gpus': [{'Name': 'V100', 'Manufacturer': 'NVIDIA', 'Count': '1.0', 'MemoryInfo': {'SizeInMiB': 16384}}], 'TotalGpuMemoryInMiB': 16384}",
intel-broadwell-rtx-3080_8x1v4gb,RTX3080,1.0,4,8,0.094400,ca-montreal-1,"{'Gpus': [{'Name': 'RTX3080', 'Manufacturer': 'NVIDIA', 'Count': '1.0', 'MemoryInfo': {'SizeInMiB': 12288}}], 'TotalGpuMemoryInMiB': 12288}",
epyc-rome-rtx-a4000_8x1v4gb,RTXA4000,1.0,4,8,0.325600,no-luster-1,"{'Gpus': [{'Name': 'RTXA4000', 'Manufacturer': 'NVIDIA', 'Count': '1.0', 'MemoryInfo': {'SizeInMiB': 16384}}], 'TotalGpuMemoryInMiB': 16384}",
epyc-milan-rtx-a4000_8x1v4gb,RTXA4000,1.0,4,8,0.336800,se-smedjebacken-1,"{'Gpus': [{'Name': 'RTXA4000', 'Manufacturer': 'NVIDIA', 'Count': '1.0', 'MemoryInfo': {'SizeInMiB': 16384}}], 'TotalGpuMemoryInMiB': 16384}",
sky-lake-a4500_8x1v4gb,RTXA4500,1.0,4,8,0.495200,gb-london-1,"{'Gpus': [{'Name': 'RTXA4500', 'Manufacturer': 'NVIDIA', 'Count': '1.0', 'MemoryInfo': {'SizeInMiB': 20480}}], 'TotalGpuMemoryInMiB': 20480}",
epyc-milan-rtx-a5000_8x1v4gb,RTXA5000,1.0,4,8,0.586800,se-smedjebacken-1,"{'Gpus': [{'Name': 'RTXA5000', 'Manufacturer': 'NVIDIA', 'Count': '1.0', 'MemoryInfo': {'SizeInMiB': 24576}}], 'TotalGpuMemoryInMiB': 24576}",
