InstanceType,vCPUs,MemoryGiB,Region,AvailabilityZone
e2-highcpu-16,16.0,16.0,us-east1,us-east1-b
e2-highcpu-16,16.0,16.0,us-east1,us-east1-c
e2-highcpu-16,16.0,16.0,us-east1,us-east1-d
e2-highcpu-16,16.0,16.0,us-east4,us-east4-a
e2-highcpu-16,16.0,16.0,us-east4,us-east4-b
e2-highcpu-16,16.0,16.0,us-east4,us-east4-c
e2-highcpu-16,16.0,16.0,us-east5,us-east5-a
e2-highcpu-16,16.0,16.0,us-east5,us-east5-b
e2-highcpu-16,16.0,16.0,us-east5,us-east5-c
e2-highcpu-16,16.0,16.0,us-south1,us-south1-a
e2-highcpu-16,16.0,16.0,us-south1,us-south1-b
e2-highcpu-16,16.0,16.0,us-south1,us-south1-c
e2-highcpu-16,16.0,16.0,us-west1,us-west1-a
e2-highcpu-16,16.0,16.0,us-west1,us-west1-b
e2-highcpu-16,16.0,16.0,us-west1,us-west1-c
e2-highcpu-16,16.0,16.0,us-west2,us-west2-a
e2-highcpu-16,16.0,16.0,us-west2,us-west2-b
e2-highcpu-16,16.0,16.0,us-west2,us-west2-c
e2-highcpu-16,16.0,16.0,us-west3,us-west3-a
e2-highcpu-16,16.0,16.0,us-west3,us-west3-b
e2-highcpu-16,16.0,16.0,us-west3,us-west3-c
e2-highcpu-16,16.0,16.0,us-west4,us-west4-a
e2-highcpu-16,16.0,16.0,us-west4,us-west4-b
e2-highcpu-16,16.0,16.0,us-west4,us-west4-c
e2-highcpu-2,2.0,2.0,asia-east1,asia-east1-a
e2-highcpu-2,2.0,2.0,asia-east1,asia-east1-b
e2-highcpu-2,2.0,2.0,asia-east1,asia-east1-c
e2-highcpu-2,2.0,2.0,asia-east2,asia-east2-a
e2-highcpu-2,2.0,2.0,asia-east2,asia-east2-b
e2-highcpu-2,2.0,2.0,asia-east2,asia-east2-c
e2-highcpu-2,2.0,2.0,asia-northeast1,asia-northeast1-a
e2-highcpu-2,2.0,2.0,asia-northeast1,asia-northeast1-b
e2-highcpu-2,2.0,2.0,asia-northeast1,asia-northeast1-c
e2-highcpu-2,2.0,2.0,asia-northeast2,asia-northeast2-a
e2-highcpu-2,2.0,2.0,asia-northeast2,asia-northeast2-b
e2-highcpu-2,2.0,2.0,asia-northeast2,asia-northeast2-c
e2-highcpu-2,2.0,2.0,asia-northeast3,asia-northeast3-a
e2-highcpu-2,2.0,2.0,asia-northeast3,asia-northeast3-b
e2-highcpu-2,2.0,2.0,asia-northeast3,asia-northeast3-c
e2-highcpu-2,2.0,2.0,asia-south1,asia-south1-a
e2-highcpu-2,2.0,2.0,asia-south1,asia-south1-b
e2-highcpu-2,2.0,2.0,asia-south1,asia-south1-c
e2-highcpu-2,2.0,2.0,asia-south2,asia-south2-a
e2-highcpu-2,2.0,2.0,asia-south2,asia-south2-b
e2-highcpu-2,2.0,2.0,asia-south2,asia-south2-c
e2-highcpu-2,2.0,2.0,asia-southeast1,asia-southeast1-a
e2-highcpu-2,2.0,2.0,asia-southeast1,asia-southeast1-b
e2-highcpu-2,2.0,2.0,asia-southeast1,asia-southeast1-c
e2-highcpu-2,2.0,2.0,asia-southeast2,asia-southeast2-a
e2-highcpu-2,2.0,2.0,asia-southeast2,asia-southeast2-b
e2-highcpu-2,2.0,2.0,asia-southeast2,asia-southeast2-c
e2-highcpu-2,2.0,2.0,australia-southeast1,australia-southeast1-a
e2-highcpu-2,2.0,2.0,australia-southeast1,australia-southeast1-b
e2-highcpu-2,2.0,2.0,australia-southeast1,australia-southeast1-c
e2-highcpu-2,2.0,2.0,australia-southeast2,australia-southeast2-a
e2-highcpu-2,2.0,2.0,australia-southeast2,australia-southeast2-b
e2-highcpu-2,2.0,2.0,australia-southeast2,australia-southeast2-c
e2-highcpu-2,2.0,2.0,europe-central2,europe-central2-a
e2-highcpu-2,2.0,2.0,europe-central2,europe-central2-b
e2-highcpu-2,2.0,2.0,europe-central2,europe-central2-c
e2-highcpu-2,2.0,2.0,europe-north1,europe-north1-a
e2-highcpu-2,2.0,2.0,europe-north1,europe-north1-b
e2-highcpu-2,2.0,2.0,europe-north1,europe-north1-c
e2-highcpu-2,2.0,2.0,europe-southwest1,europe-southwest1-a
e2-highcpu-2,2.0,2.0,europe-southwest1,europe-southwest1-b
e2-highcpu-2,2.0,2.0,europe-southwest1,europe-southwest1-c
e2-highcpu-2,2.0,2.0,europe-west1,europe-west1-b
e2-highcpu-2,2.0,2.0,europe-west1,europe-west1-c
e2-highcpu-2,2.0,2.0,europe-west1,europe-west1-d
e2-highcpu-2,2.0,2.0,europe-west2,europe-west2-a
e2-highcpu-2,2.0,2.0,europe-west2,europe-west2-b
e2-highcpu-2,2.0,2.0,europe-west2,europe-west2-c
e2-highcpu-2,2.0,2.0,europe-west3,europe-west3-a
e2-highcpu-2,2.0,2.0,europe-west3,europe-west3-b
e2-highcpu-2,2.0,2.0,europe-west3,europe-west3-c
e2-highcpu-2,2.0,2.0,europe-west4,europe-west4-a
e2-highcpu-2,2.0,2.0,europe-west4,europe-west4-b
e2-highcpu-2,2.0,2.0,europe-west4,europe-west4-c
e2-highcpu-2,2.0,2.0,europe-west6,europe-west6-a
e2-highcpu-2,2.0,2.0,europe-west6,europe-west6-b
e2-highcpu-2,2.0,2.0,europe-west6,europe-west6-c
e2-highcpu-2,2.0,2.0,europe-west8,europe-west8-a
e2-highcpu-2,2.0,2.0,europe-west8,europe-west8-b
e2-highcpu-2,2.0,2.0,europe-west8,europe-west8-c
e2-highcpu-2,2.0,2.0,europe-west9,europe-west9-a
e2-highcpu-2,2.0,2.0,europe-west9,europe-west9-b
e2-highcpu-2,2.0,2.0,europe-west9,europe-west9-c
e2-highcpu-2,2.0,2.0,me-west1,me-west1-a
e2-highcpu-2,2.0,2.0,me-west1,me-west1-b
e2-highcpu-2,2.0,2.0,me-west1,me-west1-c
e2-highcpu-2,2.0,2.0,northamerica-northeast1,northamerica-northeast1-a
e2-highcpu-2,2.0,2.0,northamerica-northeast1,northamerica-northeast1-b
e2-highcpu-2,2.0,2.0,northamerica-northeast1,northamerica-northeast1-c
e2-highcpu-2,2.0,2.0,northamerica-northeast2,northamerica-northeast2-a
e2-highcpu-2,2.0,2.0,northamerica-northeast2,northamerica-northeast2-b
e2-highcpu-2,2.0,2.0,northamerica-northeast2,northamerica-northeast2-c
e2-highcpu-2,2.0,2.0,southamerica-east1,southamerica-east1-a
e2-highcpu-2,2.0,2.0,southamerica-east1,southamerica-east1-b
e2-highcpu-2,2.0,2.0,southamerica-east1,southamerica-east1-c
e2-highcpu-2,2.0,2.0,southamerica-west1,southamerica-west1-a
e2-highcpu-2,2.0,2.0,southamerica-west1,southamerica-west1-b
e2-highcpu-2,2.0,2.0,southamerica-west1,southamerica-west1-c
e2-highcpu-2,2.0,2.0,us-central1,us-central1-a
e2-highcpu-2,2.0,2.0,us-central1,us-central1-b
e2-highcpu-2,2.0,2.0,us-central1,us-central1-c
e2-highcpu-2,2.0,2.0,us-central1,us-central1-f
e2-highcpu-2,2.0,2.0,us-east1,us-east1-b
e2-highcpu-2,2.0,2.0,us-east1,us-east1-c
e2-highcpu-2,2.0,2.0,us-east1,us-east1-d
e2-highcpu-2,2.0,2.0,us-east4,us-east4-a
e2-highcpu-2,2.0,2.0,us-east4,us-east4-b
e2-highcpu-2,2.0,2.0,us-east4,us-east4-c
e2-highcpu-2,2.0,2.0,us-east5,us-east5-a
e2-highcpu-2,2.0,2.0,us-east5,us-east5-b
e2-highcpu-2,2.0,2.0,us-east5,us-east5-c
e2-highcpu-2,2.0,2.0,us-south1,us-south1-a
e2-highcpu-2,2.0,2.0,us-south1,us-south1-b
e2-highcpu-2,2.0,2.0,us-south1,us-south1-c
e2-highcpu-2,2.0,2.0,us-west1,us-west1-a
e2-highcpu-2,2.0,2.0,us-west1,us-west1-b
e2-highcpu-2,2.0,2.0,us-west1,us-west1-c
e2-highcpu-2,2.0,2.0,us-west2,us-west2-a
e2-highcpu-2,2.0,2.0,us-west2,us-west2-b
e2-highcpu-2,2.0,2.0,us-west2,us-west2-c
e2-highcpu-2,2.0,2.0,us-west3,us-west3-a
e2-highcpu-2,2.0,2.0,us-west3,us-west3-b
e2-highcpu-2,2.0,2.0,us-west3,us-west3-c
e2-highcpu-2,2.0,2.0,us-west4,us-west4-a
e2-highcpu-2,2.0,2.0,us-west4,us-west4-b
e2-highcpu-2,2.0,2.0,us-west4,us-west4-c
e2-highcpu-32,32.0,32.0,asia-east1,asia-east1-a
e2-highcpu-32,32.0,32.0,asia-east1,asia-east1-b
e2-highcpu-32,32.0,32.0,asia-east1,asia-east1-c
e2-highcpu-32,32.0,32.0,asia-east2,asia-east2-a
e2-highcpu-32,32.0,32.0,asia-east2,asia-east2-b
e2-highcpu-32,32.0,32.0,asia-east2,asia-east2-c
e2-highcpu-32,32.0,32.0,asia-northeast1,asia-northeast1-a
e2-highcpu-32,32.0,32.0,asia-northeast1,asia-northeast1-b
e2-highcpu-32,32.0,32.0,asia-northeast1,asia-northeast1-c
e2-highcpu-32,32.0,32.0,asia-northeast2,asia-northeast2-a
e2-highcpu-32,32.0,32.0,asia-northeast2,asia-northeast2-b
e2-highcpu-32,32.0,32.0,asia-northeast2,asia-northeast2-c
e2-highcpu-32,32.0,32.0,asia-northeast3,asia-northeast3-a
e2-highcpu-32,32.0,32.0,asia-northeast3,asia-northeast3-b
e2-highcpu-32,32.0,32.0,asia-northeast3,asia-northeast3-c
e2-highcpu-32,32.0,32.0,asia-south1,asia-south1-a
e2-highcpu-32,32.0,32.0,asia-south1,asia-south1-b
e2-highcpu-32,32.0,32.0,asia-south1,asia-south1-c
e2-highcpu-32,32.0,32.0,asia-south2,asia-south2-a
e2-highcpu-32,32.0,32.0,asia-south2,asia-south2-b
e2-highcpu-32,32.0,32.0,asia-south2,asia-south2-c
e2-highcpu-32,32.0,32.0,asia-southeast1,asia-southeast1-a
e2-highcpu-32,32.0,32.0,asia-southeast1,asia-southeast1-b
e2-highcpu-32,32.0,32.0,asia-southeast1,asia-southeast1-c
e2-highcpu-32,32.0,32.0,asia-southeast2,asia-southeast2-a
e2-highcpu-32,32.0,32.0,asia-southeast2,asia-southeast2-b
e2-highcpu-32,32.0,32.0,asia-southeast2,asia-southeast2-c
e2-highcpu-32,32.0,32.0,australia-southeast1,australia-southeast1-a
e2-highcpu-32,32.0,32.0,australia-southeast1,australia-southeast1-b
e2-highcpu-32,32.0,32.0,australia-southeast1,australia-southeast1-c
e2-highcpu-32,32.0,32.0,australia-southeast2,australia-southeast2-a
e2-highcpu-32,32.0,32.0,australia-southeast2,australia-southeast2-b
e2-highcpu-32,32.0,32.0,australia-southeast2,australia-southeast2-c
e2-highcpu-32,32.0,32.0,europe-central2,europe-central2-a
e2-highcpu-32,32.0,32.0,europe-central2,europe-central2-b
e2-highcpu-32,32.0,32.0,europe-central2,europe-central2-c
e2-highcpu-32,32.0,32.0,europe-north1,europe-north1-a
e2-highcpu-32,32.0,32.0,europe-north1,europe-north1-b
e2-highcpu-32,32.0,32.0,europe-north1,europe-north1-c
e2-highcpu-32,32.0,32.0,europe-southwest1,europe-southwest1-a
e2-highcpu-32,32.0,32.0,europe-southwest1,europe-southwest1-b
e2-highcpu-32,32.0,32.0,europe-southwest1,europe-southwest1-c
e2-highcpu-32,32.0,32.0,europe-west1,europe-west1-b
e2-highcpu-32,32.0,32.0,europe-west1,europe-west1-c
e2-highcpu-32,32.0,32.0,europe-west1,europe-west1-d
e2-highcpu-32,32.0,32.0,europe-west2,europe-west2-a
e2-highcpu-32,32.0,32.0,europe-west2,europe-west2-b
e2-highcpu-32,32.0,32.0,europe-west2,europe-west2-c
e2-highcpu-32,32.0,32.0,europe-west3,europe-west3-a
e2-highcpu-32,32.0,32.0,europe-west3,europe-west3-b
e2-highcpu-32,32.0,32.0,europe-west3,europe-west3-c
e2-highcpu-32,32.0,32.0,europe-west4,europe-west4-a
e2-highcpu-32,32.0,32.0,europe-west4,europe-west4-b
e2-highcpu-32,32.0,32.0,europe-west4,europe-west4-c
e2-highcpu-32,32.0,32.0,europe-west6,europe-west6-a
e2-highcpu-32,32.0,32.0,europe-west6,europe-west6-b
e2-highcpu-32,32.0,32.0,europe-west6,europe-west6-c
e2-highcpu-32,32.0,32.0,europe-west8,europe-west8-a
e2-highcpu-32,32.0,32.0,europe-west8,europe-west8-b
e2-highcpu-32,32.0,32.0,europe-west8,europe-west8-c
e2-highcpu-32,32.0,32.0,europe-west9,europe-west9-a
e2-highcpu-32,32.0,32.0,europe-west9,europe-west9-b
e2-highcpu-32,32.0,32.0,europe-west9,europe-west9-c
e2-highcpu-32,32.0,32.0,me-west1,me-west1-a
e2-highcpu-32,32.0,32.0,me-west1,me-west1-b
e2-highcpu-32,32.0,32.0,me-west1,me-west1-c
e2-highcpu-32,32.0,32.0,northamerica-northeast1,northamerica-northeast1-a
e2-highcpu-32,32.0,32.0,northamerica-northeast1,northamerica-northeast1-b
e2-highcpu-32,32.0,32.0,northamerica-northeast1,northamerica-northeast1-c
e2-highcpu-32,32.0,32.0,northamerica-northeast2,northamerica-northeast2-a
e2-highcpu-32,32.0,32.0,northamerica-northeast2,northamerica-northeast2-b
e2-highcpu-32,32.0,32.0,northamerica-northeast2,northamerica-northeast2-c
e2-highcpu-32,32.0,32.0,southamerica-east1,southamerica-east1-a
e2-highcpu-32,32.0,32.0,southamerica-east1,southamerica-east1-b
e2-highcpu-32,32.0,32.0,southamerica-east1,southamerica-east1-c
e2-highcpu-32,32.0,32.0,southamerica-west1,southamerica-west1-a
e2-highcpu-32,32.0,32.0,southamerica-west1,southamerica-west1-b
e2-highcpu-32,32.0,32.0,southamerica-west1,southamerica-west1-c
e2-highcpu-32,32.0,32.0,us-central1,us-central1-a
e2-highcpu-32,32.0,32.0,us-central1,us-central1-b
e2-highcpu-32,32.0,32.0,us-central1,us-central1-c
e2-highcpu-32,32.0,32.0,us-central1,us-central1-f
e2-highcpu-32,32.0,32.0,us-east1,us-east1-b
e2-highcpu-32,32.0,32.0,us-east1,us-east1-c
e2-highcpu-32,32.0,32.0,us-east1,us-east1-d
e2-highcpu-32,32.0,32.0,us-east4,us-east4-a
e2-highcpu-32,32.0,32.0,us-east4,us-east4-b
e2-highcpu-32,32.0,32.0,us-east4,us-east4-c
e2-highcpu-32,32.0,32.0,us-east5,us-east5-a
e2-highcpu-32,32.0,32.0,us-east5,us-east5-b
e2-highcpu-32,32.0,32.0,us-east5,us-east5-c
e2-highcpu-32,32.0,32.0,us-south1,us-south1-a
e2-highcpu-32,32.0,32.0,us-south1,us-south1-b
e2-highcpu-32,32.0,32.0,us-south1,us-south1-c
e2-highcpu-32,32.0,32.0,us-west1,us-west1-a
e2-highcpu-32,32.0,32.0,us-west1,us-west1-b
e2-highcpu-32,32.0,32.0,us-west1,us-west1-c
e2-highcpu-32,32.0,32.0,us-west2,us-west2-a
e2-highcpu-32,32.0,32.0,us-west2,us-west2-b
e2-highcpu-32,32.0,32.0,us-west2,us-west2-c
e2-highcpu-32,32.0,32.0,us-west3,us-west3-a
e2-highcpu-32,32.0,32.0,us-west3,us-west3-b
e2-highcpu-32,32.0,32.0,us-west3,us-west3-c
e2-highcpu-32,32.0,32.0,us-west4,us-west4-a
e2-highcpu-32,32.0,32.0,us-west4,us-west4-b
e2-highcpu-32,32.0,32.0,us-west4,us-west4-c
e2-highcpu-4,4.0,4.0,asia-east1,asia-east1-a
e2-highcpu-4,4.0,4.0,asia-east1,asia-east1-b
e2-highcpu-4,4.0,4.0,asia-east1,asia-east1-c
e2-highcpu-4,4.0,4.0,asia-east2,asia-east2-a
e2-highcpu-4,4.0,4.0,asia-east2,asia-east2-b
e2-highcpu-4,4.0,4.0,asia-east2,asia-east2-c
e2-highcpu-4,4.0,4.0,asia-northeast1,asia-northeast1-a
e2-highcpu-4,4.0,4.0,asia-northeast1,asia-northeast1-b
e2-highcpu-4,4.0,4.0,asia-northeast1,asia-northeast1-c
e2-highcpu-4,4.0,4.0,asia-northeast2,asia-northeast2-a
e2-highcpu-4,4.0,4.0,asia-northeast2,asia-northeast2-b
e2-highcpu-4,4.0,4.0,asia-northeast2,asia-northeast2-c
e2-highcpu-4,4.0,4.0,asia-northeast3,asia-northeast3-a
e2-highcpu-4,4.0,4.0,asia-northeast3,asia-northeast3-b
e2-highcpu-4,4.0,4.0,asia-northeast3,asia-northeast3-c
e2-highcpu-4,4.0,4.0,asia-south1,asia-south1-a
e2-highcpu-4,4.0,4.0,asia-south1,asia-south1-b
e2-highcpu-4,4.0,4.0,asia-south1,asia-south1-c
e2-highcpu-4,4.0,4.0,asia-south2,asia-south2-a
e2-highcpu-4,4.0,4.0,asia-south2,asia-south2-b
e2-highcpu-4,4.0,4.0,asia-south2,asia-south2-c
e2-highcpu-4,4.0,4.0,asia-southeast1,asia-southeast1-a
e2-highcpu-4,4.0,4.0,asia-southeast1,asia-southeast1-b
e2-highcpu-4,4.0,4.0,asia-southeast1,asia-southeast1-c
e2-highcpu-4,4.0,4.0,asia-southeast2,asia-southeast2-a
e2-highcpu-4,4.0,4.0,asia-southeast2,asia-southeast2-b
e2-highcpu-4,4.0,4.0,asia-southeast2,asia-southeast2-c
e2-highcpu-4,4.0,4.0,australia-southeast1,australia-southeast1-a
e2-highcpu-4,4.0,4.0,australia-southeast1,australia-southeast1-b
e2-highcpu-4,4.0,4.0,australia-southeast1,australia-southeast1-c
e2-highcpu-4,4.0,4.0,australia-southeast2,australia-southeast2-a
e2-highcpu-4,4.0,4.0,australia-southeast2,australia-southeast2-b
e2-highcpu-4,4.0,4.0,australia-southeast2,australia-southeast2-c
e2-highcpu-4,4.0,4.0,europe-central2,europe-central2-a
e2-highcpu-4,4.0,4.0,europe-central2,europe-central2-b
e2-highcpu-4,4.0,4.0,europe-central2,europe-central2-c
e2-highcpu-4,4.0,4.0,europe-north1,europe-north1-a
e2-highcpu-4,4.0,4.0,europe-north1,europe-north1-b
e2-highcpu-4,4.0,4.0,europe-north1,europe-north1-c
e2-highcpu-4,4.0,4.0,europe-southwest1,europe-southwest1-a
e2-highcpu-4,4.0,4.0,europe-southwest1,europe-southwest1-b
e2-highcpu-4,4.0,4.0,europe-southwest1,europe-southwest1-c
e2-highcpu-4,4.0,4.0,europe-west1,europe-west1-b
e2-highcpu-4,4.0,4.0,europe-west1,europe-west1-c
e2-highcpu-4,4.0,4.0,europe-west1,europe-west1-d
e2-highcpu-4,4.0,4.0,europe-west2,europe-west2-a
e2-highcpu-4,4.0,4.0,europe-west2,europe-west2-b
e2-highcpu-4,4.0,4.0,europe-west2,europe-west2-c
e2-highcpu-4,4.0,4.0,europe-west3,europe-west3-a
e2-highcpu-4,4.0,4.0,europe-west3,europe-west3-b
e2-highcpu-4,4.0,4.0,europe-west3,europe-west3-c
e2-highcpu-4,4.0,4.0,europe-west4,europe-west4-a
e2-highcpu-4,4.0,4.0,europe-west4,europe-west4-b
e2-highcpu-4,4.0,4.0,europe-west4,europe-west4-c
e2-highcpu-4,4.0,4.0,europe-west6,europe-west6-a
e2-highcpu-4,4.0,4.0,europe-west6,europe-west6-b
e2-highcpu-4,4.0,4.0,europe-west6,europe-west6-c
e2-highcpu-4,4.0,4.0,europe-west8,europe-west8-a
e2-highcpu-4,4.0,4.0,europe-west8,europe-west8-b
e2-highcpu-4,4.0,4.0,europe-west8,europe-west8-c
e2-highcpu-4,4.0,4.0,europe-west9,europe-west9-a
e2-highcpu-4,4.0,4.0,europe-west9,europe-west9-b
e2-highcpu-4,4.0,4.0,europe-west9,europe-west9-c
e2-highcpu-4,4.0,4.0,me-west1,me-west1-a
e2-highcpu-4,4.0,4.0,me-west1,me-west1-b
e2-highcpu-4,4.0,4.0,me-west1,me-west1-c
e2-highcpu-4,4.0,4.0,northamerica-northeast1,northamerica-northeast1-a
e2-highcpu-4,4.0,4.0,northamerica-northeast1,northamerica-northeast1-b
e2-highcpu-4,4.0,4.0,northamerica-northeast1,northamerica-northeast1-c
e2-highcpu-4,4.0,4.0,northamerica-northeast2,northamerica-northeast2-a
e2-highcpu-4,4.0,4.0,northamerica-northeast2,northamerica-northeast2-b
e2-highcpu-4,4.0,4.0,northamerica-northeast2,northamerica-northeast2-c
e2-highcpu-4,4.0,4.0,southamerica-east1,southamerica-east1-a
e2-highcpu-4,4.0,4.0,southamerica-east1,southamerica-east1-b
e2-highcpu-4,4.0,4.0,southamerica-east1,southamerica-east1-c
e2-highcpu-4,4.0,4.0,southamerica-west1,southamerica-west1-a
e2-highcpu-4,4.0,4.0,southamerica-west1,southamerica-west1-b
e2-highcpu-4,4.0,4.0,southamerica-west1,southamerica-west1-c
e2-highcpu-4,4.0,4.0,us-central1,us-central1-a
e2-highcpu-4,4.0,4.0,us-central1,us-central1-b
e2-highcpu-4,4.0,4.0,us-central1,us-central1-c
e2-highcpu-4,4.0,4.0,us-central1,us-central1-f
e2-highcpu-4,4.0,4.0,us-east1,us-east1-b
e2-highcpu-4,4.0,4.0,us-east1,us-east1-c
e2-highcpu-4,4.0,4.0,us-east1,us-east1-d
e2-highcpu-4,4.0,4.0,us-east4,us-east4-a
e2-highcpu-4,4.0,4.0,us-east4,us-east4-b
e2-highcpu-4,4.0,4.0,us-east4,us-east4-c
e2-highcpu-4,4.0,4.0,us-east5,us-east5-a
e2-highcpu-4,4.0,4.0,us-east5,us-east5-b
e2-highcpu-4,4.0,4.0,us-east5,us-east5-c
e2-highcpu-4,4.0,4.0,us-south1,us-south1-a
e2-highcpu-4,4.0,4.0,us-south1,us-south1-b
e2-highcpu-4,4.0,4.0,us-south1,us-south1-c
e2-highcpu-4,4.0,4.0,us-west1,us-west1-a
e2-highcpu-4,4.0,4.0,us-west1,us-west1-b
e2-highcpu-4,4.0,4.0,us-west1,us-west1-c
e2-highcpu-4,4.0,4.0,us-west2,us-west2-a
e2-highcpu-4,4.0,4.0,us-west2,us-west2-b
e2-highcpu-4,4.0,4.0,us-west2,us-west2-c
e2-highcpu-4,4.0,4.0,us-west3,us-west3-a
e2-highcpu-4,4.0,4.0,us-west3,us-west3-b
e2-highcpu-4,4.0,4.0,us-west3,us-west3-c
e2-highcpu-4,4.0,4.0,us-west4,us-west4-a
e2-highcpu-4,4.0,4.0,us-west4,us-west4-b
e2-highcpu-4,4.0,4.0,us-west4,us-west4-c
e2-highcpu-8,8.0,8.0,asia-east1,asia-east1-a
e2-highcpu-8,8.0,8.0,asia-east1,asia-east1-b
e2-highcpu-8,8.0,8.0,asia-east1,asia-east1-c
e2-highcpu-8,8.0,8.0,asia-east2,asia-east2-a
e2-highcpu-8,8.0,8.0,asia-east2,asia-east2-b
e2-highcpu-8,8.0,8.0,asia-east2,asia-east2-c
e2-highcpu-8,8.0,8.0,asia-northeast1,asia-northeast1-a
e2-highcpu-8,8.0,8.0,asia-northeast1,asia-northeast1-b
e2-highcpu-8,8.0,8.0,asia-northeast1,asia-northeast1-c
e2-highcpu-8,8.0,8.0,asia-northeast2,asia-northeast2-a
e2-highcpu-8,8.0,8.0,asia-northeast2,asia-northeast2-b
e2-highcpu-8,8.0,8.0,asia-northeast2,asia-northeast2-c
e2-highcpu-8,8.0,8.0,asia-northeast3,asia-northeast3-a
e2-highcpu-8,8.0,8.0,asia-northeast3,asia-northeast3-b
e2-highcpu-8,8.0,8.0,asia-northeast3,asia-northeast3-c
e2-highcpu-8,8.0,8.0,asia-south1,asia-south1-a
e2-highcpu-8,8.0,8.0,asia-south1,asia-south1-b
e2-highcpu-8,8.0,8.0,asia-south1,asia-south1-c
e2-highcpu-8,8.0,8.0,asia-south2,asia-south2-a
e2-highcpu-8,8.0,8.0,asia-south2,asia-south2-b
e2-highcpu-8,8.0,8.0,asia-south2,asia-south2-c
e2-highcpu-8,8.0,8.0,asia-southeast1,asia-southeast1-a
e2-highcpu-8,8.0,8.0,asia-southeast1,asia-southeast1-b
e2-highcpu-8,8.0,8.0,asia-southeast1,asia-southeast1-c
e2-highcpu-8,8.0,8.0,asia-southeast2,asia-southeast2-a
e2-highcpu-8,8.0,8.0,asia-southeast2,asia-southeast2-b
e2-highcpu-8,8.0,8.0,asia-southeast2,asia-southeast2-c
e2-highcpu-8,8.0,8.0,australia-southeast1,australia-southeast1-a
e2-highcpu-8,8.0,8.0,australia-southeast1,australia-southeast1-b
e2-highcpu-8,8.0,8.0,australia-southeast1,australia-southeast1-c
e2-highcpu-8,8.0,8.0,australia-southeast2,australia-southeast2-a
e2-highcpu-8,8.0,8.0,australia-southeast2,australia-southeast2-b
e2-highcpu-8,8.0,8.0,australia-southeast2,australia-southeast2-c
e2-highcpu-8,8.0,8.0,europe-central2,europe-central2-a
e2-highcpu-8,8.0,8.0,europe-central2,europe-central2-b
e2-highcpu-8,8.0,8.0,europe-central2,europe-central2-c
e2-highcpu-8,8.0,8.0,europe-north1,europe-north1-a
e2-highcpu-8,8.0,8.0,europe-north1,europe-north1-b
e2-highcpu-8,8.0,8.0,europe-north1,europe-north1-c
e2-highcpu-8,8.0,8.0,europe-southwest1,europe-southwest1-a
e2-highcpu-8,8.0,8.0,europe-southwest1,europe-southwest1-b
e2-highcpu-8,8.0,8.0,europe-southwest1,europe-southwest1-c
e2-highcpu-8,8.0,8.0,europe-west1,europe-west1-b
e2-highcpu-8,8.0,8.0,europe-west1,europe-west1-c
e2-highcpu-8,8.0,8.0,europe-west1,europe-west1-d
e2-highcpu-8,8.0,8.0,europe-west2,europe-west2-a
e2-highcpu-8,8.0,8.0,europe-west2,europe-west2-b
e2-highcpu-8,8.0,8.0,europe-west2,europe-west2-c
e2-highcpu-8,8.0,8.0,europe-west3,europe-west3-a
e2-highcpu-8,8.0,8.0,europe-west3,europe-west3-b
e2-highcpu-8,8.0,8.0,europe-west3,europe-west3-c
e2-highcpu-8,8.0,8.0,europe-west4,europe-west4-a
e2-highcpu-8,8.0,8.0,europe-west4,europe-west4-b
e2-highcpu-8,8.0,8.0,europe-west4,europe-west4-c
e2-highcpu-8,8.0,8.0,europe-west6,europe-west6-a
e2-highcpu-8,8.0,8.0,europe-west6,europe-west6-b
e2-highcpu-8,8.0,8.0,europe-west6,europe-west6-c
e2-highcpu-8,8.0,8.0,europe-west8,europe-west8-a
e2-highcpu-8,8.0,8.0,europe-west8,europe-west8-b
e2-highcpu-8,8.0,8.0,europe-west8,europe-west8-c
e2-highcpu-8,8.0,8.0,europe-west9,europe-west9-a
e2-highcpu-8,8.0,8.0,europe-west9,europe-west9-b
e2-highcpu-8,8.0,8.0,europe-west9,europe-west9-c
e2-highcpu-8,8.0,8.0,me-west1,me-west1-a
e2-highcpu-8,8.0,8.0,me-west1,me-west1-b
e2-highcpu-8,8.0,8.0,me-west1,me-west1-c
e2-highcpu-8,8.0,8.0,northamerica-northeast1,northamerica-northeast1-a
e2-highcpu-8,8.0,8.0,northamerica-northeast1,northamerica-northeast1-b
e2-highcpu-8,8.0,8.0,northamerica-northeast1,northamerica-northeast1-c
e2-highcpu-8,8.0,8.0,northamerica-northeast2,northamerica-northeast2-a
e2-highcpu-8,8.0,8.0,northamerica-northeast2,northamerica-northeast2-b
e2-highcpu-8,8.0,8.0,northamerica-northeast2,northamerica-northeast2-c
e2-highcpu-8,8.0,8.0,southamerica-east1,southamerica-east1-a
e2-highcpu-8,8.0,8.0,southamerica-east1,southamerica-east1-b
e2-highcpu-8,8.0,8.0,southamerica-east1,southamerica-east1-c
e2-highcpu-8,8.0,8.0,southamerica-west1,southamerica-west1-a
e2-highcpu-8,8.0,8.0,southamerica-west1,southamerica-west1-b
e2-highcpu-8,8.0,8.0,southamerica-west1,southamerica-west1-c
e2-highcpu-8,8.0,8.0,us-central1,us-central1-a
e2-highcpu-8,8.0,8.0,us-central1,us-central1-b
e2-highcpu-8,8.0,8.0,us-central1,us-central1-c
