InstanceType,vCPUs,MemoryGiB,AcceleratorName,AcceleratorCount,GpuInfo,Region,AvailabilityZone,Price,SpotPrice
a2-ultragpu-4g,48.0,680.0,,,,us-east5,us-east5-b,4.39849,1.37552
a2-ultragpu-8g,96.0,1360.0,,,,asia-southeast1,asia-southeast1-c,10.85126,5.41
a2-ultragpu-8g,96.0,1360.0,,,,europe-west4,europe-west4-a,9.68403,3.97528
a2-ultragpu-8g,96.0,1360.0,,,,us-central1,us-central1-a,8.79698,4.39824
a2-ultragpu-8g,96.0,1360.0,,,,us-central1,us-central1-c,8.79698,4.39824
a2-ultragpu-8g,96.0,1360.0,,,,us-east4,us-east4-c,9.90664,4.77152
a2-ultragpu-8g,96.0,1360.0,,,,us-east5,us-east5-a,8.79698,2.75104
a2-ultragpu-8g,96.0,1360.0,,,,us-east5,us-east5-b,8.79698,2.75104
a3-edgegpu-8g,208.0,1872.0,,,,asia-northeast1,asia-northeast1-b,12.14861,2.85958
a3-edgegpu-8g,208.0,1872.0,,,,asia-northeast3,asia-northeast3-a,12.14861,3.36752
a3-edgegpu-8g,208.0,1872.0,,,,asia-northeast3,asia-northeast3-c,12.14861,3.36752
a3-edgegpu-8g,208.0,1872.0,,,,asia-south1,asia-south1-c,9.83846,3.16514
a3-edgegpu-8g,208.0,1872.0,,,,asia-southeast1,asia-southeast1-b,11.67088,3.91664
a3-edgegpu-8g,208.0,1872.0,,,,asia-southeast1,asia-southeast1-c,11.67088,3.91664
a3-edgegpu-8g,208.0,1872.0,,,,europe-west2,europe-west2-b,10.78447,1.59162
a3-edgegpu-8g,208.0,1872.0,,,,europe-west3,europe-west3-a,11.16287,3.42701
a3-edgegpu-8g,208.0,1872.0,,,,europe-west3,europe-west3-c,11.16287,3.42701
a3-edgegpu-8g,208.0,1872.0,,,,europe-west4,europe-west4-b,9.93306,3.04824
a3-edgegpu-8g,208.0,1872.0,,,,europe-west4,europe-west4-c,9.93306,3.04824
a3-edgegpu-8g,208.0,1872.0,,,,europe-west9,europe-west9-c,10.97367,2.14552
a3-edgegpu-8g,208.0,1872.0,,,,northamerica-northeast2,northamerica-northeast2-c,10.41647,1.96726
a3-edgegpu-8g,208.0,1872.0,,,,us-central1,us-central1-a,9.46006,4.05558
a3-edgegpu-8g,208.0,1872.0,,,,us-central1,us-central1-b,9.46006,4.05558
a3-edgegpu-8g,208.0,1872.0,,,,us-central1,us-central1-c,9.46006,4.05558
a3-edgegpu-8g,208.0,1872.0,,,,us-east4,us-east4-a,9.46006,3.03222
a3-edgegpu-8g,208.0,1872.0,,,,us-east4,us-east4-b,9.46006,3.03222
a3-edgegpu-8g,208.0,1872.0,,,,us-east4,us-east4-c,9.46006,3.03222
a3-edgegpu-8g,208.0,1872.0,,,,us-east5,us-east5-a,10.65487,3.1175
a3-edgegpu-8g,208.0,1872.0,,,,us-west1,us-west1-a,9.46006,4.05558
a3-edgegpu-8g,208.0,1872.0,,,,us-west1,us-west1-b,9.46006,4.05558
a3-edgegpu-8g,208.0,1872.0,,,,us-west4,us-west4-a,10.65487,3.2681
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,asia-northeast1,asia-northeast1-b,12.14861,2.85958
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,asia-northeast3,asia-northeast3-a,12.14861,3.36752
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,asia-northeast3,asia-northeast3-c,12.14861,3.36752
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,asia-south1,asia-south1-c,9.83846,3.16514
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,asia-southeast1,asia-southeast1-b,11.67088,3.91664
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,asia-southeast1,asia-southeast1-c,11.67088,3.91664
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,europe-west2,europe-west2-b,10.78447,1.59162
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,europe-west3,europe-west3-a,11.16287,3.42701
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,europe-west3,europe-west3-c,11.16287,3.42701
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,europe-west4,europe-west4-b,9.93306,3.04824
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,europe-west4,europe-west4-c,9.93306,3.04824
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,europe-west9,europe-west9-c,10.97367,2.14552
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,northamerica-northeast2,northamerica-northeast2-c,10.41647,1.96726
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,us-central1,us-central1-a,9.46006,4.05558
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,us-central1,us-central1-b,9.46006,4.05558
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,us-central1,us-central1-c,9.46006,4.05558
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,us-east4,us-east4-a,9.46006,3.03222
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,us-east4,us-east4-b,9.46006,3.03222
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,us-east4,us-east4-c,9.46006,3.03222
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,us-east5,us-east5-a,10.65487,3.1175
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,us-west1,us-west1-a,9.46006,4.05558
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,us-west1,us-west1-b,9.46006,4.05558
a3-edgegpu-8g-nolssd,208.0,1872.0,,,,us-west4,us-west4-a,10.65487,3.2681
a3-highgpu-1g,26.0,234.0,,,,asia-east1,asia-east1-c,1.36923,0.48118
a3-highgpu-1g,26.0,234.0,,,,asia-northeast1,asia-northeast1-b,1.51858,0.35745
a3-highgpu-1g,26.0,234.0,,,,asia-south1,asia-south1-c,1.22981,0.39564
a3-highgpu-1g,26.0,234.0,,,,asia-south2,asia-south2-b,1.42031,0.37606
a3-highgpu-1g,26.0,234.0,,,,asia-southeast1,asia-southeast1-b,1.45886,0.48958
a3-highgpu-1g,26.0,234.0,,,,asia-southeast1,asia-southeast1-c,1.45886,0.48958
a3-highgpu-1g,26.0,234.0,,,,australia-southeast1,australia-southeast1-c,1.47813,0.31187
a3-highgpu-1g,26.0,234.0,,,,europe-north1,europe-north1-c,1.30206,0.19219
a3-highgpu-1g,26.0,234.0,,,,europe-west1,europe-west1-b,1.30206,0.39887
a3-highgpu-1g,26.0,234.0,,,,europe-west1,europe-west1-c,1.30206,0.39887
a3-highgpu-1g,26.0,234.0,,,,europe-west3,europe-west3-c,1.39536,0.42838
a3-highgpu-1g,26.0,234.0,,,,europe-west4,europe-west4-b,1.24163,0.38103
a3-highgpu-1g,26.0,234.0,,,,europe-west4,europe-west4-c,1.24163,0.38103
a3-highgpu-1g,26.0,234.0,,,,europe-west9,europe-west9-c,1.37171,0.26819
a3-highgpu-1g,26.0,234.0,,,,us-central1,us-central1-a,1.18251,0.50695
a3-highgpu-1g,26.0,234.0,,,,us-central1,us-central1-b,1.18251,0.50695
a3-highgpu-1g,26.0,234.0,,,,us-central1,us-central1-c,1.18251,0.50695
a3-highgpu-1g,26.0,234.0,,,,us-east4,us-east4-a,1.18251,0.37903
a3-highgpu-1g,26.0,234.0,,,,us-east4,us-east4-b,1.18251,0.37903
a3-highgpu-1g,26.0,234.0,,,,us-east4,us-east4-c,1.18251,0.37903
a3-highgpu-1g,26.0,234.0,,,,us-east5,us-east5-a,1.33186,0.38969
a3-highgpu-1g,26.0,234.0,,,,us-west1,us-west1-a,1.18251,0.50695
a3-highgpu-1g,26.0,234.0,,,,us-west1,us-west1-b,1.18251,0.50695
a3-highgpu-1g,26.0,234.0,,,,us-west4,us-west4-a,1.33186,0.40851
a3-highgpu-2g,52.0,468.0,,,,asia-east1,asia-east1-c,2.73845,0.96236
a3-highgpu-2g,52.0,468.0,,,,asia-northeast1,asia-northeast1-b,3.03715,0.7149
a3-highgpu-2g,52.0,468.0,,,,asia-south1,asia-south1-c,2.45962,0.79128
a3-highgpu-2g,52.0,468.0,,,,asia-south2,asia-south2-b,2.84062,0.75213
a3-highgpu-2g,52.0,468.0,,,,asia-southeast1,asia-southeast1-b,2.91772,0.97916
a3-highgpu-2g,52.0,468.0,,,,asia-southeast1,asia-southeast1-c,2.91772,0.97916
a3-highgpu-2g,52.0,468.0,,,,australia-southeast1,australia-southeast1-c,2.95627,0.62374
a3-highgpu-2g,52.0,468.0,,,,europe-north1,europe-north1-c,2.60412,0.38438
a3-highgpu-2g,52.0,468.0,,,,europe-west1,europe-west1-b,2.60412,0.79773
a3-highgpu-2g,52.0,468.0,,,,europe-west1,europe-west1-c,2.60412,0.79773
a3-highgpu-2g,52.0,468.0,,,,europe-west3,europe-west3-c,2.79072,0.85675
a3-highgpu-2g,52.0,468.0,,,,europe-west4,europe-west4-b,2.48327,0.76206
a3-highgpu-2g,52.0,468.0,,,,europe-west4,europe-west4-c,2.48327,0.76206
